Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,TotalQuantity,CustomerTenureDays,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,PreferredTimeOfDay,LoyaltyLevel,ChurnRiskCategory,BasketSizeCategory,RegYear,RegMonth,RegWeekday,IsPrivateIP,MonetaryPerDay,AvgBasketValue,TenureRatio,CancelRate,Country_TargetEnc,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Afrique,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Explorateur,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,Churn
11.0,4.0,218.78,5.60974358974359,18.535005073924808,99.0,354.0,3.0,13.0,3.0,0.3333333333333332,9.31578947368421,35.0,8.75,1.0,4.0,0.0,4.0,0.08403735130677059,39.0,9.75,54.0,2.0,4.0,2,3,1,2,3,0,1,2010.0,5.0,2.0,0.0,18.231666666666666,43.756,0.030985915492957747,0.08333333333333333,0.3324050632911392,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
30.0,6.0,1719.7200000000005,21.496500000000005,38.449833602379,1320.0,335.0,1.0,16.0,5.0,0.0,4.2025316455696204,62.0,10.333333333333334,1.0,4.0,0.0,4.0,0.075,80.0,13.333333333333334,53.8,0.0,5.0,3,6,2,3,3,0,3,2010.0,9.0,3.0,0.0,55.474838709677435,245.6742857142858,0.08928571428571429,0.07407407407407407,0.3324050632911392,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
7.0,16.0,2485.82,9.039345454545456,7.9381467624730515,1257.0,358.0,0.0,13.0,10.0,0.0981818181818181,1.2737226277372262,184.0,11.5,1.0,1.0,0.0,1.0,0.0036363636363636,275.0,17.1875,25.0,3.0,0.0,3,1,3,2,3,0,1,2010.0,4.0,1.0,0.0,272.0067176360225,146.22470588235296,0.019498607242339833,0.0036231884057971015,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
39.0,5.0,1861.11,16.183565217391305,15.519501721026838,1132.0,326.0,0.0,13.0,10.0,0.0,2.8508771929824563,72.0,14.4,1.0,4.0,0.0,4.0,0.0347826086956521,115.0,23.0,70.0,4.0,2.0,2,5,2,2,3,1,2,2010.0,9.0,2.0,0.0,46.52775,310.185,0.11926605504587157,0.034482758620689655,0.3324050632911392,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
43.0,5.0,2306.5200000000004,26.21045454545455,24.978083952776142,775.0,322.0,3.0,14.0,3.0,0.3333333333333332,3.67816091954023,80.0,16.0,1.0,0.0,0.0,0.0,0.0,88.0,17.6,77.0,2.0,5.0,2,5,3,3,3,1,2,2010.0,4.0,2.0,0.0,52.4209090909091,384.4200000000001,0.13312693498452013,0.0,0.3324050632911392,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
365.0,1.0,300.92,25.076666666666664,42.77076302448869,499.0,0.0,3.0,14.0,12.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,61.0,0.0,5.0,1,4,1,3,1,3,3,2009.0,12.0,5.0,0.0,0.8221857923497268,150.46,187.72727272727272,0.0,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
365.0,1.0,414.88,6.286060606060605,5.551657515148171,239.0,0.0,3.0,14.0,12.0,0.0,0.0,64.0,64.0,1.0,0.0,0.0,0.0,0.0,66.0,66.0,61.0,2.0,3.0,1,4,1,3,1,3,1,2010.0,5.0,1.0,0.0,1.133551912568306,207.44,187.72727272727272,0.0,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
25.0,2.0,215.08,16.544615384615387,13.075439836696772,54.0,340.0,0.0,15.0,11.0,0.0,12.212389380530974,13.0,6.5,1.0,0.0,0.0,0.0,0.0,13.0,6.5,22.0,2.0,3.0,1,0,1,3,3,0,1,2010.0,3.0,0.0,0.0,8.272307692307693,71.69333333333334,0.07331378299120235,0.0,0.3324050632911392,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
37.0,4.0,36.56,2.150588235294117,1.3107558439133282,30.0,328.0,3.0,14.0,12.0,0.0,12.212389380530974,16.0,4.0,1.0,0.0,0.0,0.0,0.0,17.0,4.25,56.0,2.0,3.0,1,4,0,3,3,1,1,2010.0,9.0,4.0,0.0,0.9621052631578948,7.312,0.11246200607902736,0.0,0.3324050632911392,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
4.0,12.0,2584.4,19.286567164179104,12.617482090038708,1336.0,361.0,0.0,10.0,11.0,0.2611940298507462,2.6842105263157894,103.0,8.583333333333334,1.0,3.0,0.0,3.0,0.0223880597014925,134.0,11.166666666666666,21.0,2.0,4.0,3,0,3,1,3,0,2,2010.0,12.0,5.0,0.0,272.0067176360225,198.8,0.011049723756906077,0.022222222222222223,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
17.0,10.0,2609.3,9.522992700729928,7.896903029531386,1760.0,348.0,6.0,12.0,7.0,0.3138686131386861,1.26007326007326,146.0,14.6,1.0,4.0,0.0,4.0,0.0145985401459854,274.0,27.4,57.2,3.0,3.0,3,6,3,2,3,0,2,2010.0,3.0,3.0,0.0,144.9611111111111,237.20909090909092,0.04871060171919771,0.014545454545454545,0.3324050632911392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
16.0,6.0,1284.0800000000002,21.050491803278693,40.12732690765855,659.0,349.0,3.0,12.0,7.0,0.0,5.783333333333333,40.0,6.666666666666667,1.0,4.0,0.0,4.0,0.08403735130677059,61.0,10.166666666666666,47.8,2.0,1.0,3,6,2,2,3,0,2,2009.0,12.0,2.0,0.0,75.53411764705884,183.44000000000003,0.045714285714285714,0.08333333333333333,0.3324050632911392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
219.0,4.0,995.66,18.438148148148148,11.31017943138352,320.0,145.0,3.0,13.0,5.0,0.0,2.7358490566037736,46.0,11.5,1.0,3.0,0.0,3.0,0.0555555555555555,54.0,13.5,49.0,1.0,4.0,1,3,2,2,2,3,2,2010.0,4.0,1.0,0.0,4.525727272727273,199.132,1.5,0.05454545454545454,0.3324050632911392,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
107.0,4.0,603.71,18.294242424242427,15.681462987852695,574.0,257.0,2.0,14.0,5.0,0.0,8.03125,30.0,7.5,1.0,2.0,0.0,2.0,0.0606060606060606,33.0,8.25,69.0,1.0,1.0,1,5,2,3,3,3,3,2010.0,1.0,5.0,0.0,5.5899074074074075,120.742,0.41472868217054265,0.058823529411764705,0.2631578947368421,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
21.0,5.0,1100.4699999999998,18.341166666666663,8.861352211857898,542.0,344.0,3.0,9.0,1.0,0.0,5.796610169491525,41.0,8.2,1.0,3.0,0.0,3.0,0.05,60.0,12.0,47.0,3.0,5.0,3,3,2,1,3,0,2,2010.0,3.0,6.0,0.0,50.021363636363624,183.41166666666663,0.06086956521739131,0.04918032786885246,0.3324050632911392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
327.0,2.0,599.9700000000001,9.090454545454548,8.675186973257638,319.0,38.0,3.0,14.0,12.0,0.0,0.5846153846153846,58.0,29.0,1.0,0.0,0.0,0.0,0.0,66.0,33.0,64.0,2.0,2.0,1,4,2,3,2,3,1,2010.0,7.0,5.0,0.0,1.829176829268293,199.99000000000004,8.384615384615385,0.0,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
94.0,2.0,243.36,27.040000000000003,22.97435962110805,152.0,270.0,1.0,13.0,9.0,0.0,12.212389380530974,9.0,4.5,1.0,0.0,0.0,0.0,0.0,9.0,4.5,40.0,4.0,1.0,0,6,1,2,3,3,3,2010.0,1.0,3.0,0.0,2.561684210526316,81.12,0.34686346863468637,0.0,0.3324050632911392,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
9.0,10.0,2716.6,30.523595505617976,32.32076377526285,1298.0,355.0,3.0,13.0,2.0,0.1123595505617977,3.988636363636364,32.0,3.2,1.0,3.0,0.0,3.0,0.0337078651685393,89.0,8.9,43.6,1.0,4.0,3,6,3,2,3,0,2,2010.0,12.0,2.0,0.0,271.65999999999997,246.96363636363637,0.025280898876404494,0.03333333333333333,0.3324050632911392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
360.0,5.0,319.1,14.504545454545456,14.383927117006651,122.0,5.0,1.0,10.0,12.0,0.0,0.1428571428571428,20.0,4.0,1.0,3.0,0.0,3.0,0.08403735130677059,22.0,4.4,57.0,3.0,3.0,1,4,1,1,1,3,2,2010.0,11.0,4.0,0.0,0.8839335180055402,53.18333333333334,60.0,0.08333333333333333,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
2.0,9.0,937.92,4.403380281690141,4.787386515821916,457.0,363.0,2.0,15.0,12.0,0.0187793427230046,1.7028301886792452,153.0,17.0,1.0,2.0,0.0,2.0,0.0093896713615023,213.0,23.666666666666668,69.0,2.0,3.0,2,5,2,3,3,0,1,2010.0,10.0,4.0,0.0,272.0067176360225,93.792,0.005494505494505495,0.009345794392523364,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
120.0,3.0,1044.3200000000002,20.47686274509804,14.191527682416163,918.0,245.0,2.0,15.0,6.0,0.0,4.9,36.0,12.0,1.0,0.0,0.0,0.0,0.0,51.0,17.0,33.0,3.0,2.0,1,1,2,3,3,3,3,2010.0,9.0,3.0,0.0,8.630743801652894,261.08000000000004,0.4878048780487805,0.0,0.3324050632911392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1.0,10.0,1545.14,26.188813559322035,26.40708735095925,430.0,364.0,1.0,14.0,10.0,0.0,6.189655172413793,45.0,4.5,1.0,4.0,0.0,4.0,0.08403735130677059,59.0,5.9,30.0,1.0,2.0,3,1,2,3,3,0,2,2010.0,12.0,3.0,0.0,272.0067176360225,140.46727272727273,0.0027397260273972603,0.08333333333333333,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
355.0,2.0,277.41,13.21,8.502005645728541,185.0,10.0,0.0,10.0,12.0,0.0,0.5,21.0,10.5,1.0,2.0,0.0,2.0,0.08403735130677059,21.0,10.5,67.0,1.0,5.0,0,5,1,1,1,3,2,2010.0,11.0,3.0,0.0,0.7792415730337079,92.47000000000001,32.27272727272727,0.08333333333333333,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
365.0,1.0,-30.6,-26.684983804611466,0.0,-12.0,0.0,3.0,15.0,12.0,0.0,1.15,1.0,1.0,1.0,1.0,0.0,1.0,0.08403735130677059,1.0,1.0,77.0,4.0,1.0,0,5,0,3,1,3,1,2010.0,3.0,6.0,0.0,-0.08360655737704918,-15.3,187.72727272727272,0.08333333333333333,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1
9.0,6.0,1682.36,45.4691891891892,54.83913314709054,374.0,356.0,3.0,16.0,7.0,0.0,9.86111111111111,22.0,3.6666666666666665,1.0,1.0,0.0,1.0,0.027027027027027,37.0,6.166666666666667,59.0,1.0,2.0,3,4,2,3,3,0,2,2010.0,1.0,1.0,0.0,168.236,240.33714285714285,0.025210084033613446,0.02631578947368421,0.3324050632911392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
29.0,10.0,2210.26,15.787571428571429,7.488756644063014,1490.0,335.0,1.0,12.0,8.0,0.0,2.381294964028777,97.0,9.7,1.0,4.0,0.0,4.0,0.0357142857142857,140.0,14.0,47.0,2.0,5.0,3,3,3,2,3,0,2,2010.0,10.0,5.0,0.0,73.67533333333334,200.9327272727273,0.08630952380952381,0.03546099290780142,0.3324050632911392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
72.0,4.0,472.12,6.557222222222222,7.468087075660009,342.0,293.0,3.0,15.0,12.0,0.0,4.112676056338028,63.0,15.75,1.0,1.0,0.0,1.0,0.0138888888888888,72.0,18.0,46.0,3.0,5.0,2,6,1,3,3,2,1,2010.0,11.0,5.0,0.0,6.467397260273973,94.424,0.24489795918367346,0.0136986301369863,0.3324050632911392,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3.0,8.0,1468.12,15.618297872340428,6.406692844255965,1054.0,362.0,3.0,12.0,1.0,0.0,3.849462365591398,58.0,7.25,1.0,3.0,0.0,3.0,0.0319148936170212,94.0,11.75,34.0,0.0,5.0,3,1,2,2,3,0,2,2010.0,9.0,1.0,0.0,272.0067176360225,163.12444444444444,0.008264462809917356,0.031578947368421054,0.3324050632911392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
365.0,1.0,249.86,14.69764705882353,7.008098466606122,222.0,0.0,3.0,15.0,12.0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,73.0,2.0,4.0,0,5,1,3,1,3,2,2009.0,12.0,0.0,0.0,0.6826775956284153,124.93,187.72727272727272,0.0,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
365.0,1.0,-152.64,-26.684983804611466,0.0,-144.0,0.0,3.0,15.0,12.0,0.0,1.15,1.0,1.0,1.0,1.0,0.0,1.0,0.08403735130677059,1.0,1.0,80.0,1.0,2.0,0,5,0,3,1,3,1,2010.0,10.0,3.0,0.0,-0.4170491803278688,-76.32,187.72727272727272,0.08333333333333333,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
17.0,9.0,2171.32,15.6210071942446,7.742460127974907,1061.0,348.0,3.0,15.0,8.0,0.0,2.4855072463768115,117.0,13.0,1.0,4.0,0.0,4.0,0.0431654676258992,139.0,15.444444444444445,36.0,3.0,3.0,3,2,3,3,3,0,2,2010.0,10.0,4.0,0.0,120.6288888888889,217.132,0.04871060171919771,0.04285714285714286,0.3324050632911392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
39.0,9.0,3617.5699999999993,33.18871559633027,22.307254512615128,1588.0,326.0,1.0,15.0,3.0,0.0,2.990740740740741,74.0,8.222222222222221,1.0,1.0,0.0,1.0,0.0091743119266055,109.0,12.11111111111111,45.0,1.0,5.0,2,3,3,3,3,1,2,2010.0,5.0,1.0,0.0,90.43924999999999,361.75699999999995,0.11926605504587157,0.00909090909090909,0.3324050632911392,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
17.0,6.0,2508.89,17.18417808219178,11.557558073837958,1261.0,348.0,1.0,11.0,11.0,0.0,2.393103448275862,118.0,19.666666666666668,1.0,4.0,0.0,4.0,0.0273972602739726,146.0,24.33333333333333,75.0,1.0,3.0,3,5,3,1,3,0,2,2010.0,12.0,0.0,0.0,139.38277777777776,358.41285714285715,0.04871060171919771,0.027210884353741496,0.3324050632911392,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
50.0,11.0,2545.38,18.31208633093525,11.028716171807584,1312.0,315.0,2.0,12.0,9.0,0.0,2.246376811594203,97.0,8.818181818181818,1.0,4.0,0.0,4.0,0.08403735130677059,139.0,12.636363636363637,65.0,3.0,4.0,3,6,3,2,3,1,2,2010.0,2.0,3.0,0.0,49.90941176470589,212.115,0.15822784810126583,0.08333333333333333,0.3324050632911392,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
173.0,7.0,459.9,5.896153846153846,9.852605460772006,129.0,192.0,6.0,12.0,1.0,0.3333333333333332,2.467532467532468,55.0,7.857142857142857,1.0,3.0,0.0,3.0,0.0384615384615384,78.0,11.142857142857142,43.0,1.0,1.0,1,2,1,2,3,3,1,2010.0,10.0,2.0,0.0,2.6431034482758617,57.4875,0.8963730569948186,0.0379746835443038,0.3324050632911392,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
365.0,1.0,-7.5,-2.5,1.472243186433546,-4.0,0.0,3.0,15.0,12.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,3.0,0.08403735130677059,3.0,3.0,54.0,3.0,4.0,0,3,0,3,1,3,1,2010.0,3.0,1.0,0.0,-0.020491803278688523,-3.75,187.72727272727272,0.08333333333333333,0.2631578947368421,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
35.0,5.0,1005.5,16.217741935483872,11.907675361819154,476.0,329.0,3.0,15.0,7.0,0.0,5.377049180327869,52.0,10.4,1.0,4.0,0.0,4.0,0.0806451612903225,62.0,12.4,32.0,3.0,4.0,2,6,2,3,3,1,2,2010.0,9.0,0.0,0.0,27.930555555555557,167.58333333333334,0.10606060606060606,0.07936507936507936,0.3324050632911392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
60.0,2.0,894.41,17.20019230769231,5.660942030101966,240.0,304.0,0.0,13.0,10.0,0.0,5.96078431372549,52.0,26.0,1.0,0.0,0.0,0.0,0.0,52.0,26.0,70.0,4.0,2.0,1,5,2,2,3,1,1,2010.0,10.0,6.0,0.0,14.662459016393441,298.13666666666666,0.19672131147540983,0.0,0.3324050632911392,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
101.0,9.0,1343.34,15.99214285714286,10.379283359831897,548.0,264.0,3.0,13.0,1.0,0.0,3.132530120481928,51.0,5.666666666666667,1.0,4.0,0.0,4.0,0.0833333333333333,84.0,9.333333333333334,79.0,3.0,3.0,2,5,2,2,3,3,2,2010.0,12.0,5.0,0.0,13.17,134.334,0.38113207547169814,0.08235294117647059,0.3324050632911392,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
225.0,3.0,441.6000000000001,61.213884130054346,63.840190572028845,92.0,140.0,3.0,16.0,12.0,0.0,12.212389380530974,5.0,1.6666666666666667,1.0,1.0,0.0,1.0,0.08403735130677059,7.0,2.333333333333333,40.0,3.0,4.0,1,2,1,3,2,3,2,2010.0,1.0,1.0,0.0,1.9539823008849562,110.40000000000002,1.5957446808510638,0.08333333333333333,0.3324050632911392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
29.0,5.0,981.65,6.500993377483444,10.011846366844088,298.0,336.0,3.0,14.0,4.0,0.0,2.2266666666666666,89.0,17.8,1.0,0.0,0.0,0.0,0.0,151.0,30.2,80.0,0.0,5.0,2,5,2,3,3,0,1,2009.0,12.0,0.0,0.0,32.721666666666664,163.60833333333332,0.08605341246290801,0.0,0.3324050632911392,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8.0,17.0,3457.78,8.292038369304557,8.927900703933345,1954.0,357.0,1.0,17.0,9.0,0.0,0.84375,245.0,11.136363636363637,1.0,4.0,0.0,4.0,0.014388489208633,357.0,18.954545454545453,69.8,3.0,3.0,3,6,3,3,3,0,1,2010.0,10.0,3.0,0.0,272.0067176360225,150.33826086956523,0.0223463687150838,0.014354066985645933,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9.0,12.0,2664.26,7.81307917888563,9.44228696544592,1613.0,355.0,3.0,17.0,11.0,0.0,1.0294117647058822,146.0,12.166666666666666,1.0,2.0,0.0,2.0,0.0058651026392961,341.0,28.416666666666668,29.0,2.0,1.0,3,1,3,3,3,0,1,2010.0,10.0,3.0,0.0,266.42600000000004,204.94307692307694,0.025280898876404494,0.005847953216374269,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1.0,17.0,3250.6400000000003,9.340919540229883,8.001232092756283,1444.0,364.0,3.0,19.0,10.0,0.2011494252873563,1.0172910662824208,196.0,10.88888888888889,1.0,1.0,0.0,1.0,0.0028735632183908,348.0,19.33333333333333,70.0,4.0,1.0,3,5,3,4,3,0,1,2010.0,7.0,5.0,0.0,272.0067176360225,171.0863157894737,0.0027397260273972603,0.0028653295128939827,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
4.0,15.0,2763.41,4.515375816993464,6.46311632960094,1544.0,360.0,3.0,19.0,4.0,0.2549019607843137,0.5793780687397708,263.0,26.2,1.0,1.0,0.0,1.0,0.0016339869281045,357.0,40.8,18.0,1.0,3.0,3,0,3,4,3,0,1,2010.0,11.0,1.0,0.0,272.0067176360225,172.713125,0.0110803324099723,0.0016313213703099511,0.3324050632911392,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7.0,17.0,5566.8125,14.196982622432856,20.25362600513079,3390.0,357.0,3.0,15.0,10.0,0.0,0.5506329113924051,263.0,16.7,1.0,4.0,0.0,4.0,0.0110584518167456,357.0,31.65,47.6,1.0,2.0,3,6,3,3,3,0,2,2010.0,3.0,5.0,0.0,272.0067176360225,427.93761904761897,0.019553072625698324,0.011041009463722398,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1.0,10.0,2385.0,6.053299492385787,5.552067654793969,1526.0,363.0,3.0,17.0,12.0,0.0,0.9185750636132316,263.0,30.6,1.0,0.0,0.0,0.0,0.0,357.0,39.4,75.0,2.0,3.0,3,5,3,3,3,0,1,2010.0,9.0,5.0,0.0,272.0067176360225,216.8181818181818,0.0027472527472527475,0.0,0.3324050632911392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
23.0,17.0,5452.17,17.759511400651466,12.345965818141275,3337.0,341.0,3.0,12.0,10.0,0.0,1.0980392156862746,220.0,11.0,1.0,4.0,0.0,4.0,0.019543973941368,307.0,15.35,18.0,2.0,3.0,3,0,3,2,3,0,2,2010.0,3.0,6.0,0.0,227.17375,259.62714285714287,0.06725146198830409,0.01948051948051948,0.3324050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
38.0,14.0,2201.05,17.468650793650795,18.039085313980845,1730.0,326.0,1.0,13.0,7.0,0.1031746031746031,2.56,79.0,5.642857142857143,1.0,4.0,0.0,4.0,0.08403735130677059,126.0,9.0,64.0,0.0,2.0,3,4,3,2,3,1,2,2010.0,8.0,5.0,0.0,56.43717948717949,146.73666666666668,0.1162079510703364,0.08333333333333333,0.3324050632911392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
36.0,3.0,841.0799999999999,33.6432,24.242211587779416,295.0,328.0,4.0,17.0,11.0,0.0,12.212389380530974,17.0,5.666666666666667,1.0,0.0,0.0,0.0,0.0,25.0,8.333333333333334,54.0,2.0,2.0,1,6,2,3,3,1,2,2010.0,12.0,2.0,0.0,22.73189189189189,210.26999999999998,0.1094224924012158,0.0,0.3324050632911392,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5.0,5.0,1995.46,9.070272727272728,8.535989504460357,1247.0,359.0,4.0,11.0,12.0,0.2909090909090909,1.634703196347032,190.0,38.0,1.0,0.0,0.0,0.0,0.0,220.0,44.0,51.8,2.0,4.0,3,6,2,1,3,0,2,2010.0,10.0,5.0,0.0,272.0067176360225,332.57666666666665,0.013888888888888888,0.0,0.3324050632911392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
